danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.628,0.731,9.0,-3.57,0.0,0.0288,0.23,0.467,0.099,0.467,117.957,audio_features,5x7HXluqfEmZyQLNYZCLy2,spotify:track:5x7HXluqfEmZyQLNYZCLy2,https://api.spotify.com/v1/tracks/5x7HXluqfEmZyQLNYZCLy2,https://api.spotify.com/v1/audio-analysis/5x7HXluqfEmZyQLNYZCLy2,181525.0,4.0
0.363,0.395,10.0,-8.186,1.0,0.0347,0.646,0.000267,0.11,0.134,140.084,audio_features,0WUoazK5evEsbg7rTgBwOn,spotify:track:0WUoazK5evEsbg7rTgBwOn,https://api.spotify.com/v1/tracks/0WUoazK5evEsbg7rTgBwOn,https://api.spotify.com/v1/audio-analysis/0WUoazK5evEsbg7rTgBwOn,377992.0,4.0
0.45,0.396,5.0,-12.164,1.0,0.0461,0.831,0.784,0.111,0.249,169.92,audio_features,7BL8GTgqJM40dWbOpoAr6C,spotify:track:7BL8GTgqJM40dWbOpoAr6C,https://api.spotify.com/v1/tracks/7BL8GTgqJM40dWbOpoAr6C,https://api.spotify.com/v1/audio-analysis/7BL8GTgqJM40dWbOpoAr6C,212040.0,1.0
0.687,0.647,8.0,-11.562,1.0,0.0817,0.0263,0.657,0.194,0.7,100.045,audio_features,1Xm1RI9xhFwlwsD8mawLaR,spotify:track:1Xm1RI9xhFwlwsD8mawLaR,https://api.spotify.com/v1/tracks/1Xm1RI9xhFwlwsD8mawLaR,https://api.spotify.com/v1/audio-analysis/1Xm1RI9xhFwlwsD8mawLaR,173250.0,4.0
0.514,0.594,8.0,-10.352,1.0,0.43,0.7,0.00048,0.327,0.257,120.275,audio_features,5qbnGuThjE1jI7xZPfJzqm,spotify:track:5qbnGuThjE1jI7xZPfJzqm,https://api.spotify.com/v1/tracks/5qbnGuThjE1jI7xZPfJzqm,https://api.spotify.com/v1/audio-analysis/5qbnGuThjE1jI7xZPfJzqm,207901.0,4.0
0.49,0.781,8.0,-6.544,1.0,0.363,0.375,0.0234,0.133,0.326,90.058,audio_features,2CAs5VYflEBhBVZRxdPgyx,spotify:track:2CAs5VYflEBhBVZRxdPgyx,https://api.spotify.com/v1/tracks/2CAs5VYflEBhBVZRxdPgyx,https://api.spotify.com/v1/audio-analysis/2CAs5VYflEBhBVZRxdPgyx,345978.0,4.0
0.385,0.952,10.0,-5.338,0.0,0.25,0.0199,1.33e-06,0.123,0.408,178.279,audio_features,3vEf3H0EtDIBN8O2c1g1lc,spotify:track:3vEf3H0EtDIBN8O2c1g1lc,https://api.spotify.com/v1/tracks/3vEf3H0EtDIBN8O2c1g1lc,https://api.spotify.com/v1/audio-analysis/3vEf3H0EtDIBN8O2c1g1lc,282506.0,4.0
0.471,0.815,1.0,-5.649,1.0,0.314,0.00538,0.000244,0.335,0.41,73.028,audio_features,6OGnUJQMOQGgBnnBSSHiOo,spotify:track:6OGnUJQMOQGgBnnBSSHiOo,https://api.spotify.com/v1/tracks/6OGnUJQMOQGgBnnBSSHiOo,https://api.spotify.com/v1/audio-analysis/6OGnUJQMOQGgBnnBSSHiOo,360327.0,4.0
0.572,0.734,8.0,-2.315,1.0,0.34,0.00227,2.08e-05,0.243,0.399,149.453,audio_features,5dCQYWwEslUXo5dJm2q6jy,spotify:track:5dCQYWwEslUXo5dJm2q6jy,https://api.spotify.com/v1/tracks/5dCQYWwEslUXo5dJm2q6jy,https://api.spotify.com/v1/audio-analysis/5dCQYWwEslUXo5dJm2q6jy,414627.0,4.0
0.716,0.912,0.0,-5.318,0.0,0.0396,0.853,0.863,0.0574,0.925,130.002,audio_features,1xqbH7YDJ2sdKYggltcaGH,spotify:track:1xqbH7YDJ2sdKYggltcaGH,https://api.spotify.com/v1/tracks/1xqbH7YDJ2sdKYggltcaGH,https://api.spotify.com/v1/audio-analysis/1xqbH7YDJ2sdKYggltcaGH,228923.0,4.0
0.7,0.94,7.0,-13.34,1.0,0.0751,0.0115,0.859,0.707,0.388,137.18,audio_features,0VORtHcff5a14UUYbgIktO,spotify:track:0VORtHcff5a14UUYbgIktO,https://api.spotify.com/v1/tracks/0VORtHcff5a14UUYbgIktO,https://api.spotify.com/v1/audio-analysis/0VORtHcff5a14UUYbgIktO,327307.0,4.0
0.562,0.726,11.0,-10.672,1.0,0.535,0.362,0.0637,0.83,0.708,83.669,audio_features,3ID9ArMvTwIEhmmMhuHDDS,spotify:track:3ID9ArMvTwIEhmmMhuHDDS,https://api.spotify.com/v1/tracks/3ID9ArMvTwIEhmmMhuHDDS,https://api.spotify.com/v1/audio-analysis/3ID9ArMvTwIEhmmMhuHDDS,174893.0,4.0
0.526,0.928,1.0,-6.518,1.0,0.619,0.122,1.16e-06,0.822,0.497,89.879,audio_features,6ClHxhOeItekPokE6VszT4,spotify:track:6ClHxhOeItekPokE6VszT4,https://api.spotify.com/v1/tracks/6ClHxhOeItekPokE6VszT4,https://api.spotify.com/v1/audio-analysis/6ClHxhOeItekPokE6VszT4,230067.0,4.0
0.457,0.488,1.0,-9.202,1.0,0.224,0.141,0.69,0.278,0.165,145.58,audio_features,2WvxMVdPnhdyXVUDSDlXYK,spotify:track:2WvxMVdPnhdyXVUDSDlXYK,https://api.spotify.com/v1/tracks/2WvxMVdPnhdyXVUDSDlXYK,https://api.spotify.com/v1/audio-analysis/2WvxMVdPnhdyXVUDSDlXYK,601163.0,4.0
0.772,0.83,1.0,-14.395,1.0,0.139,0.0175,0.843,0.0919,0.579,100.055,audio_features,7AfbtT8GN1iv3Crb11NaVI,spotify:track:7AfbtT8GN1iv3Crb11NaVI,https://api.spotify.com/v1/tracks/7AfbtT8GN1iv3Crb11NaVI,https://api.spotify.com/v1/audio-analysis/7AfbtT8GN1iv3Crb11NaVI,395480.0,4.0
0.642,0.554,0.0,-7.735,0.0,0.0284,0.0481,0.815,0.105,0.065,113.994,audio_features,4XT6sRMKaIGNRAFIJT5Lcx,spotify:track:4XT6sRMKaIGNRAFIJT5Lcx,https://api.spotify.com/v1/tracks/4XT6sRMKaIGNRAFIJT5Lcx,https://api.spotify.com/v1/audio-analysis/4XT6sRMKaIGNRAFIJT5Lcx,408000.0,4.0
0.853,0.318,1.0,-11.538,1.0,0.227,0.238,0.828,0.123,0.416,93.099,audio_features,4Wc2IIL5jGE1V9NkxS9OL3,spotify:track:4Wc2IIL5jGE1V9NkxS9OL3,https://api.spotify.com/v1/tracks/4Wc2IIL5jGE1V9NkxS9OL3,https://api.spotify.com/v1/audio-analysis/4Wc2IIL5jGE1V9NkxS9OL3,399493.0,4.0
0.532,0.799,2.0,-11.028,1.0,0.0416,0.0682,0.932,0.467,0.115,99.985,audio_features,3MF9cjIlg3R9osw3SgRmEb,spotify:track:3MF9cjIlg3R9osw3SgRmEb,https://api.spotify.com/v1/tracks/3MF9cjIlg3R9osw3SgRmEb,https://api.spotify.com/v1/audio-analysis/3MF9cjIlg3R9osw3SgRmEb,321453.0,4.0
0.677,0.623,1.0,-8.045,1.0,0.0394,0.00245,0.931,0.209,0.105,145.865,audio_features,5PwWkCS888xVopHOOTVtfY,spotify:track:5PwWkCS888xVopHOOTVtfY,https://api.spotify.com/v1/tracks/5PwWkCS888xVopHOOTVtfY,https://api.spotify.com/v1/audio-analysis/5PwWkCS888xVopHOOTVtfY,330333.0,4.0
0.56,0.93,1.0,-4.066,1.0,0.359,0.369,1.82e-06,0.224,0.71,95.927,audio_features,68oK6wLER4h842H9vUTu4p,spotify:track:68oK6wLER4h842H9vUTu4p,https://api.spotify.com/v1/tracks/68oK6wLER4h842H9vUTu4p,https://api.spotify.com/v1/audio-analysis/68oK6wLER4h842H9vUTu4p,279000.0,4.0
0.444,0.383,2.0,-11.459,1.0,0.029,0.53,0.397,0.143,0.259,94.174,audio_features,32ojA81wtg9ajVBf5KwfhW,spotify:track:32ojA81wtg9ajVBf5KwfhW,https://api.spotify.com/v1/tracks/32ojA81wtg9ajVBf5KwfhW,https://api.spotify.com/v1/audio-analysis/32ojA81wtg9ajVBf5KwfhW,258124.0,4.0
0.606,0.925,2.0,-2.898,1.0,0.299,0.176,0.0,0.0813,0.692,94.655,audio_features,4a4tZ0GtinkCmIwdqWg82Y,spotify:track:4a4tZ0GtinkCmIwdqWg82Y,https://api.spotify.com/v1/tracks/4a4tZ0GtinkCmIwdqWg82Y,https://api.spotify.com/v1/audio-analysis/4a4tZ0GtinkCmIwdqWg82Y,213160.0,4.0
0.475,0.549,11.0,-7.936,0.0,0.0364,0.111,0.00125,0.215,0.114,130.167,audio_features,1r3JvQ6JzLpkfP6weJ6bK3,spotify:track:1r3JvQ6JzLpkfP6weJ6bK3,https://api.spotify.com/v1/tracks/1r3JvQ6JzLpkfP6weJ6bK3,https://api.spotify.com/v1/audio-analysis/1r3JvQ6JzLpkfP6weJ6bK3,332240.0,4.0
0.539,0.937,9.0,-3.14,1.0,0.345,0.489,0.0,0.0723,0.523,85.037,audio_features,4NKdG9lTVjK8R9HfZQkTmk,spotify:track:4NKdG9lTVjK8R9HfZQkTmk,https://api.spotify.com/v1/tracks/4NKdG9lTVjK8R9HfZQkTmk,https://api.spotify.com/v1/audio-analysis/4NKdG9lTVjK8R9HfZQkTmk,356800.0,4.0
0.599,0.883,10.0,-4.865,0.0,0.338,0.424,5.79e-06,0.12,0.209,87.059,audio_features,4Qd1iRTWZLyxE4I8XN0KTi,spotify:track:4Qd1iRTWZLyxE4I8XN0KTi,https://api.spotify.com/v1/tracks/4Qd1iRTWZLyxE4I8XN0KTi,https://api.spotify.com/v1/audio-analysis/4Qd1iRTWZLyxE4I8XN0KTi,370107.0,4.0
0.593,0.805,1.0,-4.96,1.0,0.227,0.422,0.0,0.701,0.946,87.744,audio_features,5hV5cJP8Xri5pUSAA0MJGR,spotify:track:5hV5cJP8Xri5pUSAA0MJGR,https://api.spotify.com/v1/tracks/5hV5cJP8Xri5pUSAA0MJGR,https://api.spotify.com/v1/audio-analysis/5hV5cJP8Xri5pUSAA0MJGR,208960.0,4.0
0.528,0.688,9.0,-5.561,0.0,0.348,0.204,0.0,0.0569,0.683,171.613,audio_features,6GV72kkZvNnjLHPjRtIyh9,spotify:track:6GV72kkZvNnjLHPjRtIyh9,https://api.spotify.com/v1/tracks/6GV72kkZvNnjLHPjRtIyh9,https://api.spotify.com/v1/audio-analysis/6GV72kkZvNnjLHPjRtIyh9,352240.0,4.0
0.41,0.895,10.0,-5.87,0.0,0.427,0.00456,1.37e-06,0.0724,0.443,66.853,audio_features,5u4WEM0DwIcYd6TU7wzS8v,spotify:track:5u4WEM0DwIcYd6TU7wzS8v,https://api.spotify.com/v1/tracks/5u4WEM0DwIcYd6TU7wzS8v,https://api.spotify.com/v1/audio-analysis/5u4WEM0DwIcYd6TU7wzS8v,241693.0,4.0
0.518,0.843,2.0,-7.361,1.0,0.0544,0.00136,0.0119,0.132,0.249,143.903,audio_features,1Pbs2eCcX9p2onaAvMYvhk,spotify:track:1Pbs2eCcX9p2onaAvMYvhk,https://api.spotify.com/v1/tracks/1Pbs2eCcX9p2onaAvMYvhk,https://api.spotify.com/v1/audio-analysis/1Pbs2eCcX9p2onaAvMYvhk,406935.0,4.0
0.258,0.969,5.0,-1.672,0.0,0.405,0.00347,4.29e-05,0.628,0.473,175.826,audio_features,7J70PepsxT1rrZyqsAjIWX,spotify:track:7J70PepsxT1rrZyqsAjIWX,https://api.spotify.com/v1/tracks/7J70PepsxT1rrZyqsAjIWX,https://api.spotify.com/v1/audio-analysis/7J70PepsxT1rrZyqsAjIWX,402688.0,4.0
0.523,0.932,5.0,-4.995,1.0,0.287,0.0193,1.56e-05,0.1,0.626,113.721,audio_features,4E16oyd1iGXunYZxMj6YNy,spotify:track:4E16oyd1iGXunYZxMj6YNy,https://api.spotify.com/v1/tracks/4E16oyd1iGXunYZxMj6YNy,https://api.spotify.com/v1/audio-analysis/4E16oyd1iGXunYZxMj6YNy,227133.0,4.0
0.566,0.503,9.0,-9.862,1.0,0.247,0.812,0.0312,0.352,0.375,90.285,audio_features,5YlTznWwDPg9HcIQlBMO17,spotify:track:5YlTznWwDPg9HcIQlBMO17,https://api.spotify.com/v1/tracks/5YlTznWwDPg9HcIQlBMO17,https://api.spotify.com/v1/audio-analysis/5YlTznWwDPg9HcIQlBMO17,263345.0,4.0
0.694,0.459,0.0,-6.501,1.0,0.0565,0.763,0.000406,0.235,0.112,120.006,audio_features,5ZVX8SPn5OEeNEz68Isc16,spotify:track:5ZVX8SPn5OEeNEz68Isc16,https://api.spotify.com/v1/tracks/5ZVX8SPn5OEeNEz68Isc16,https://api.spotify.com/v1/audio-analysis/5ZVX8SPn5OEeNEz68Isc16,242354.0,4.0
0.52,0.945,11.0,-4.732,0.0,0.545,0.283,0.0,0.0612,0.608,84.123,audio_features,3SpJgJZtyprhDxA10MWtbe,spotify:track:3SpJgJZtyprhDxA10MWtbe,https://api.spotify.com/v1/tracks/3SpJgJZtyprhDxA10MWtbe,https://api.spotify.com/v1/audio-analysis/3SpJgJZtyprhDxA10MWtbe,333493.0,4.0
0.632,0.643,8.0,-11.996,1.0,0.0509,3.24e-05,0.532,0.0921,0.61,139.114,audio_features,1cQ1IbRhnekU0aMGSlsQj1,spotify:track:1cQ1IbRhnekU0aMGSlsQj1,https://api.spotify.com/v1/tracks/1cQ1IbRhnekU0aMGSlsQj1,https://api.spotify.com/v1/audio-analysis/1cQ1IbRhnekU0aMGSlsQj1,319840.0,4.0
0.386,0.451,11.0,-13.26,0.0,0.498,0.0192,0.0153,0.287,0.194,78.529,audio_features,59NvNhgX7qtGD1Q9WNhTql,spotify:track:59NvNhgX7qtGD1Q9WNhTql,https://api.spotify.com/v1/tracks/59NvNhgX7qtGD1Q9WNhTql,https://api.spotify.com/v1/audio-analysis/59NvNhgX7qtGD1Q9WNhTql,238587.0,4.0
0.567,0.476,5.0,-9.325,1.0,0.127,0.0191,0.0424,0.337,0.202,119.844,audio_features,1zOtStOZd9nvnFiRM5Namm,spotify:track:1zOtStOZd9nvnFiRM5Namm,https://api.spotify.com/v1/tracks/1zOtStOZd9nvnFiRM5Namm,https://api.spotify.com/v1/audio-analysis/1zOtStOZd9nvnFiRM5Namm,310204.0,4.0
0.563,0.827,5.0,-4.965,1.0,0.0397,0.036,0.0,0.144,0.508,142.003,audio_features,3mapLHLwTAngE9QhHGHwlY,spotify:track:3mapLHLwTAngE9QhHGHwlY,https://api.spotify.com/v1/tracks/3mapLHLwTAngE9QhHGHwlY,https://api.spotify.com/v1/audio-analysis/3mapLHLwTAngE9QhHGHwlY,190520.0,5.0
0.581,0.7,1.0,-9.646,0.0,0.0475,0.127,0.31,0.112,0.344,144.971,audio_features,5NIrChwN4QRg8sGrFalgMU,spotify:track:5NIrChwN4QRg8sGrFalgMU,https://api.spotify.com/v1/tracks/5NIrChwN4QRg8sGrFalgMU,https://api.spotify.com/v1/audio-analysis/5NIrChwN4QRg8sGrFalgMU,204262.0,4.0
0.584,0.963,0.0,-5.876,1.0,0.214,0.0779,0.0,0.233,0.571,92.326,audio_features,73anCuAV8JMOF8Xclf8rmL,spotify:track:73anCuAV8JMOF8Xclf8rmL,https://api.spotify.com/v1/tracks/73anCuAV8JMOF8Xclf8rmL,https://api.spotify.com/v1/audio-analysis/73anCuAV8JMOF8Xclf8rmL,254587.0,4.0
0.388,0.983,11.0,-2.804,1.0,0.548,0.188,0.0,0.119,0.44,182.159,audio_features,3NGkFGOcZtl92uQ04koWlt,spotify:track:3NGkFGOcZtl92uQ04koWlt,https://api.spotify.com/v1/tracks/3NGkFGOcZtl92uQ04koWlt,https://api.spotify.com/v1/audio-analysis/3NGkFGOcZtl92uQ04koWlt,241441.0,4.0
0.362,0.789,9.0,-6.648,0.0,0.162,0.367,2.54e-05,0.41,0.213,76.086,audio_features,5PqlHXOhYCQkNpllFeI7qq,spotify:track:5PqlHXOhYCQkNpllFeI7qq,https://api.spotify.com/v1/tracks/5PqlHXOhYCQkNpllFeI7qq,https://api.spotify.com/v1/audio-analysis/5PqlHXOhYCQkNpllFeI7qq,281214.0,4.0
0.311,0.867,6.0,-4.507,1.0,0.222,0.0946,3.53e-06,0.136,0.323,75.886,audio_features,5etzGthq61lMdqeBXxLkXp,spotify:track:5etzGthq61lMdqeBXxLkXp,https://api.spotify.com/v1/tracks/5etzGthq61lMdqeBXxLkXp,https://api.spotify.com/v1/audio-analysis/5etzGthq61lMdqeBXxLkXp,213827.0,4.0
0.314,0.48,2.0,-8.573,1.0,0.043,0.0956,0.133,0.0903,0.0537,119.335,audio_features,3oTkju61CCIz8fAxFXKLrB,spotify:track:3oTkju61CCIz8fAxFXKLrB,https://api.spotify.com/v1/tracks/3oTkju61CCIz8fAxFXKLrB,https://api.spotify.com/v1/audio-analysis/3oTkju61CCIz8fAxFXKLrB,188192.0,3.0
0.565,0.95,8.0,-5.245,0.0,0.157,0.0598,0.0,0.196,0.574,128.523,audio_features,0HLsWzkNNxWqx6sBXBBlDR,spotify:track:0HLsWzkNNxWqx6sBXBBlDR,https://api.spotify.com/v1/tracks/0HLsWzkNNxWqx6sBXBBlDR,https://api.spotify.com/v1/audio-analysis/0HLsWzkNNxWqx6sBXBBlDR,216375.0,4.0
0.653,0.826,6.0,-6.611,0.0,0.153,0.027,5.12e-06,0.0866,0.458,183.834,audio_features,4PBm6F4uoKFxrMs2lAMyC9,spotify:track:4PBm6F4uoKFxrMs2lAMyC9,https://api.spotify.com/v1/tracks/4PBm6F4uoKFxrMs2lAMyC9,https://api.spotify.com/v1/audio-analysis/4PBm6F4uoKFxrMs2lAMyC9,178258.0,4.0
0.75,0.914,7.0,-13.64,0.0,0.0512,0.658,0.854,0.0766,0.703,150.05,audio_features,6xOB01LjZWSM3Qop1CQE37,spotify:track:6xOB01LjZWSM3Qop1CQE37,https://api.spotify.com/v1/tracks/6xOB01LjZWSM3Qop1CQE37,https://api.spotify.com/v1/audio-analysis/6xOB01LjZWSM3Qop1CQE37,375800.0,4.0
0.405,0.793,7.0,-7.364,0.0,0.103,0.0658,0.809,0.106,0.938,104.036,audio_features,5sogWK5j3QRvDhPtIpuLDQ,spotify:track:5sogWK5j3QRvDhPtIpuLDQ,https://api.spotify.com/v1/tracks/5sogWK5j3QRvDhPtIpuLDQ,https://api.spotify.com/v1/audio-analysis/5sogWK5j3QRvDhPtIpuLDQ,274267.0,4.0
0.594,0.809,10.0,-6.489,0.0,0.043,0.333,0.827,0.524,0.518,87.696,audio_features,4TEdXKd9AKAclNPLLodIgM,spotify:track:4TEdXKd9AKAclNPLLodIgM,https://api.spotify.com/v1/tracks/4TEdXKd9AKAclNPLLodIgM,https://api.spotify.com/v1/audio-analysis/4TEdXKd9AKAclNPLLodIgM,436200.0,1.0
0.511,0.707,4.0,-8.475,0.0,0.0304,0.495,0.903,0.179,0.6,142.033,audio_features,7FujnTZphK15mC6eLYEaAV,spotify:track:7FujnTZphK15mC6eLYEaAV,https://api.spotify.com/v1/tracks/7FujnTZphK15mC6eLYEaAV,https://api.spotify.com/v1/audio-analysis/7FujnTZphK15mC6eLYEaAV,302293.0,4.0
0.656,0.83,9.0,-7.039,1.0,0.102,0.276,0.0,0.333,0.219,111.762,audio_features,46o2neDiOIDB00DFiL1z5M,spotify:track:46o2neDiOIDB00DFiL1z5M,https://api.spotify.com/v1/tracks/46o2neDiOIDB00DFiL1z5M,https://api.spotify.com/v1/audio-analysis/46o2neDiOIDB00DFiL1z5M,100987.0,4.0
0.446,0.911,10.0,-6.838,0.0,0.46,0.00503,0.86,0.185,0.167,106.844,audio_features,3KrjktqPynnMomhewBkwfc,spotify:track:3KrjktqPynnMomhewBkwfc,https://api.spotify.com/v1/tracks/3KrjktqPynnMomhewBkwfc,https://api.spotify.com/v1/audio-analysis/3KrjktqPynnMomhewBkwfc,292467.0,4.0
0.494,0.806,10.0,-5.031,0.0,0.75,0.186,0.000234,0.0922,0.553,140.151,audio_features,69GBGI1jCI4YZ0UzOzIBLy,spotify:track:69GBGI1jCI4YZ0UzOzIBLy,https://api.spotify.com/v1/tracks/69GBGI1jCI4YZ0UzOzIBLy,https://api.spotify.com/v1/audio-analysis/69GBGI1jCI4YZ0UzOzIBLy,160720.0,4.0
0.494,0.784,10.0,-12.352,0.0,0.0593,0.00662,0.926,0.674,0.157,134.179,audio_features,5h7xj5IGcwANXUM5uozCLR,spotify:track:5h7xj5IGcwANXUM5uozCLR,https://api.spotify.com/v1/tracks/5h7xj5IGcwANXUM5uozCLR,https://api.spotify.com/v1/audio-analysis/5h7xj5IGcwANXUM5uozCLR,705760.0,4.0
0.322,0.75,3.0,-6.858,1.0,0.0918,0.942,0.421,0.662,0.293,70.501,audio_features,5CWp8iBdJgIZ1UTGAZVldF,spotify:track:5CWp8iBdJgIZ1UTGAZVldF,https://api.spotify.com/v1/tracks/5CWp8iBdJgIZ1UTGAZVldF,https://api.spotify.com/v1/audio-analysis/5CWp8iBdJgIZ1UTGAZVldF,280507.0,4.0
0.673,0.43,3.0,-9.637,1.0,0.0269,0.852,0.0174,0.103,0.704,94.128,audio_features,1z2Idn70iHI0xxKfuQRTQ8,spotify:track:1z2Idn70iHI0xxKfuQRTQ8,https://api.spotify.com/v1/tracks/1z2Idn70iHI0xxKfuQRTQ8,https://api.spotify.com/v1/audio-analysis/1z2Idn70iHI0xxKfuQRTQ8,249520.0,4.0
0.479,0.793,2.0,-5.655,1.0,0.0304,0.0826,6.33e-05,0.311,0.126,129.993,audio_features,3hgDpW5PlN8b2pLfpYVZ3G,spotify:track:3hgDpW5PlN8b2pLfpYVZ3G,https://api.spotify.com/v1/tracks/3hgDpW5PlN8b2pLfpYVZ3G,https://api.spotify.com/v1/audio-analysis/3hgDpW5PlN8b2pLfpYVZ3G,280227.0,4.0
0.414,0.539,4.0,-8.953,0.0,0.0317,0.106,0.907,0.255,0.225,156.9,audio_features,79KMm750gXCVN1DKkjCjey,spotify:track:79KMm750gXCVN1DKkjCjey,https://api.spotify.com/v1/tracks/79KMm750gXCVN1DKkjCjey,https://api.spotify.com/v1/audio-analysis/79KMm750gXCVN1DKkjCjey,240875.0,3.0
0.753,0.671,2.0,-5.19,1.0,0.0335,0.00159,0.0428,0.0795,0.71,122.995,audio_features,4jD0DKx2XM0TCwWii6NrNL,spotify:track:4jD0DKx2XM0TCwWii6NrNL,https://api.spotify.com/v1/tracks/4jD0DKx2XM0TCwWii6NrNL,https://api.spotify.com/v1/audio-analysis/4jD0DKx2XM0TCwWii6NrNL,208400.0,4.0
0.331,0.582,4.0,-8.987,1.0,0.0802,0.385,0.475,0.136,0.207,167.885,audio_features,3Hs30mGDpRG1uqkTYjSEJ8,spotify:track:3Hs30mGDpRG1uqkTYjSEJ8,https://api.spotify.com/v1/tracks/3Hs30mGDpRG1uqkTYjSEJ8,https://api.spotify.com/v1/audio-analysis/3Hs30mGDpRG1uqkTYjSEJ8,294196.0,5.0
0.686,0.369,9.0,-20.61,0.0,0.0347,0.104,0.249,0.215,0.88,116.534,audio_features,5DAYBkF6mjE0VpCWSkSxtJ,spotify:track:5DAYBkF6mjE0VpCWSkSxtJ,https://api.spotify.com/v1/tracks/5DAYBkF6mjE0VpCWSkSxtJ,https://api.spotify.com/v1/audio-analysis/5DAYBkF6mjE0VpCWSkSxtJ,274279.0,5.0
